Date,Acct ID (Team),Symbol,Type,ID,Quantity,Price (US$),Gross Amount ($$),Commission (S$),Fee (S$),Exchange Rate,Net Amount (S$) (Fuel),Strategy (Car),Parameters (Driver),Status,UNDERLYING_TICKER,YF_SYMBOL,DATE_USED,OPEN,HIGH,LOW,CLOSE,ADJ_CLOSE,PORTFOLIO_EQUITY
2025-06-20,Option IBKR,PLTR 20JUN25 155 C,Buy,PLTR 250620,1.0,$0.00,$0.00,$0.00,$0.00,1.0,$0.00,Short Strangle,,Closed,PLTR,PLTR,2025-06-20,140.69000244140625,142.24000549316406,136.74200439453125,137.3000030517578,137.3000030517578,7947.189999999999
2025-06-20,Option IBKR,SPXW 20JUN25 5935 P,Sell,SPXW 250620P,-1.0,$1.97,$197.00,-$1.65,-$0.15,1.0,$195.20,Bull Put Spread,,Closed,SPX,^GSPC,2025-06-20,5999.669921875,6018.2001953125,5952.56005859375,5967.83984375,5967.83984375,8142.389999999999
2025-06-20,Option IBKR,SPXW 20JUN25 5930 P,Buy,SPXW 250620P,1.0,$1.52,-$152.00,-$1.65,-$0.15,1.0,-$153.80,Bull Put Spread,,Closed,SPX,^GSPC,2025-06-20,5999.669921875,6018.2001953125,5952.56005859375,5967.83984375,5967.83984375,7988.589999999999
2025-06-23,Option IBKR,PLTR 27JUN25 152.5 C,Buy,PLTR 250627C,1.0,$0.33,-$33.00,-$1.55,-$0.14,1.0,-$34.69,Bear Call Spread,,Closed,PLTR,PLTR,2025-06-23,138.89999389648438,142.14999389648438,135.9600067138672,139.9199981689453,139.9199981689453,7953.9
2025-06-23,Option IBKR,PLTR 27JUN25 150 C,Sell,PLTR 250627C,-1.0,$0.53,$53.00,-$1.55,-$0.14,1.0,$51.31,Bear Call Spread,,Closed,PLTR,PLTR,2025-06-23,138.89999389648438,142.14999389648438,135.9600067138672,139.9199981689453,139.9199981689453,8005.209999999999
2025-06-23,Option IBKR,SPXW 23JUN25 5890 P,Sell,SPXW 250623P,-1.0,$2.49,$249.00,-$1.65,-$0.15,1.0,$247.20,Bull Put Spread,,Closed,SPX,^GSPC,2025-06-23,5969.669921875,6028.77001953125,5943.22998046875,6025.169921875,6025.169921875,8252.41
2025-06-23,Option IBKR,SPXW 23JUN25 5885 P,Buy,SPXW 250623P,1.0,$2.09,-$209.00,-$1.65,-$0.15,1.0,-$210.80,Bull Put Spread,,Closed,SPX,^GSPC,2025-06-23,5969.669921875,6028.77001953125,5943.22998046875,6025.169921875,6025.169921875,8041.609999999999
2025-06-30,Option IBKR,PLTR 03JUL25 147 C,Sell,PLTR 250703C00147000,-1.0,$0.45,$45.00,-$0.63,-$0.06,1.0,$44.31,Short Call,,Closed,PLTR,PLTR,2025-06-30,137.7899932861328,138.875,134.8000030517578,136.32000732421875,136.32000732421875,8085.919999999999
2025-07-03,Option IBKR,PLTR 03JUL25 147 C,Buy,PLTR 250703C00147000,1.0,$0.00,$0.00,$0.00,$0.00,1.0,$0.00,Short Call,,Closed,PLTR,PLTR,2025-07-03,134.36000061035156,135.6199951171875,132.50999450683594,134.36000061035156,134.36000061035156,8085.919999999999
2025-07-07,Option IBKR,PLTR 11JUL25 123 P,Sell,PLTR 250711,-1.0,$0.32,$32.00,-$1.26,-$0.11,1.0,$30.63,Short Strangle,,Closed,PLTR,PLTR,2025-07-07,134.3800048828125,139.2899932861328,132.32000732421875,139.1199951171875,139.1199951171875,8116.549999999999
2025-07-07,Option IBKR,PLTR 11JUL25 146 C,Sell,PLTR 250711,-1.0,$0.42,$42.00,-$1.26,-$0.11,1.0,$40.63,Short Strangle,,Closed,PLTR,PLTR,2025-07-07,134.3800048828125,139.2899932861328,132.32000732421875,139.1199951171875,139.1199951171875,8157.179999999999
2025-07-07,Option IBKR,SPXW 07JUL25 6190 P,Buy,SPXW 250707P,1.0,$1.67,-$167.00,-$1.65,-$0.15,1.0,-$168.79,Bull Put Spread,,Closed,SPX,^GSPC,2025-07-07,6259.0400390625,6262.06982421875,6201.0,6229.97998046875,6229.97998046875,7988.389999999999
2025-07-07,Option IBKR,SPXW 07JUL25 6195 P,Sell,SPXW 250707P,-1.0,$2.07,$207.00,-$1.65,-$0.15,1.0,$205.21,Bull Put Spread,,Closed,SPX,^GSPC,2025-07-07,6259.0400390625,6262.06982421875,6201.0,6229.97998046875,6229.97998046875,8193.599999999999
2025-07-11,Option IBKR,PLTR 11JUL25 123 P,Buy,PLTR 250711,1.0,$0.00,$0.00,$0.00,$0.00,1.0,$0.00,Short Strangle,,Closed,PLTR,PLTR,2025-07-11,142.11000061035156,144.5800018310547,141.47000122070312,142.10000610351562,142.10000610351562,8193.599999999999
2025-07-11,Option IBKR,PLTR 11JUL25 146 C,Buy,PLTR 250711,1.0,$0.00,$0.00,$0.00,$0.00,1.0,$0.00,Short Strangle,,Closed,PLTR,PLTR,2025-07-11,142.11000061035156,144.5800018310547,141.47000122070312,142.10000610351562,142.10000610351562,8193.599999999999
2025-07-16,Option IBKR,SPXW 16JUL25 6175 P,Buy,SPXW 250716P,1.0,$1.82,-$182.00,-$1.65,-$0.15,1.0,-$183.79,Bull Put Spread,,Closed,SPX,^GSPC,2025-07-16,6254.5,6268.1201171875,6201.58984375,6263.7001953125,6263.7001953125,8009.8099999999995
2025-07-16,Option IBKR,SPXW 16JUL25 6180 P,Sell,SPXW 250716P,-1.0,$2.17,$217.00,-$1.65,-$0.15,1.0,$215.21,Bull Put Spread,,Closed,SPX,^GSPC,2025-07-16,6254.5,6268.1201171875,6201.58984375,6263.7001953125,6263.7001953125,8225.02
2025-07-25,Option IBKR,SOXL 15JAN27 25 C,Buy,SOXL 270115C,1.0,$9.76,-$976.00,-$1.06,-$0.10,1.0,-$977.15,Bull Call Spread,,Open,SOXL,SOXL,2025-07-25,25.170000076293945,25.6200008392334,24.829999923706055,25.600000381469727,25.592565536499023,8225.02
2025-07-25,Option IBKR,SOXL 15JAN27 40 C,Sell,SOXL 270115C,-1.0,$5.73,$573.00,-$1.06,-$0.10,1.0,$571.85,Bull Call Spread,,Open,SOXL,SOXL,2025-07-25,25.170000076293945,25.6200008392334,24.829999923706055,25.600000381469727,25.592565536499023,8225.02
2025-08-11,Option IBKR,PLTR 15AUG25 160 P,Sell,PLTR 250815P00160000,-1.0,$0.20,$20.00,-$1.05,-$0.09,1.0,$18.85,Short Put,,Closed,PLTR,PLTR,2025-08-11,186.47000122070312,187.17999267578125,181.9199981689453,182.67999267578125,182.67999267578125,8243.869999999999
2025-08-11,Option IBKR,V 17OCT25 330 P,Buy,V 251017P,1.0,$8.80,-$880.00,-$0.70,-$0.06,1.0,-$880.76,Bull Put Spread,,Open,V,V,2025-08-11,336.7300109863281,337.8599853515625,334.510009765625,335.8999938964844,335.30999755859375,8243.869999999999
2025-08-11,Option IBKR,V 17OCT25 335 P,Sell,V 251017P,-1.0,$10.80,"$1,080.00",-$0.70,-$0.06,1.0,"$1,079.23",Bull Put Spread,,Open,V,V,2025-08-11,336.7300109863281,337.8599853515625,334.510009765625,335.8999938964844,335.30999755859375,8243.869999999999
2025-08-15,Option IBKR,PLTR 15AUG25 160 P,Buy,PLTR 250815P00160000,1.0,$0.00,$0.00,$0.00,$0.00,1.0,$0.00,Short Put,,Closed,PLTR,PLTR,2025-08-15,179.72500610351562,180.0,173.3800048828125,177.1699981689453,177.1699981689453,8243.869999999999
2025-08-20,Option IBKR,SOXL 29AUG25 24 P,Sell,SOXL 250829P00024000,-1.0,$1.03,$103.00,-$1.05,-$0.09,1.0,$101.85,Short Put,,Closed,SOXL,SOXL,2025-08-20,26.110000610351562,26.110000610351562,23.65999984741211,25.799999237060547,25.792505264282227,8345.72
2025-08-22,Option IBKR,PLTR 29AUG25 160 P,Sell,PLTR 250829P00160000,-1.0,$3.81,$381.00,-$1.05,-$0.09,1.0,$379.85,Short Put,,Closed,PLTR,PLTR,2025-08-22,155.31500244140625,163.1999969482422,151.77000427246094,158.74000549316406,158.74000549316406,8725.57
2025-08-28,Option IBKR,PLTR 29AUG25 160 P,Buy,PLTR 250829P00160000,1.0,$4.12,-$412.00,-$1.05,-$0.09,1.0,-$413.15,Short Put,,Closed,PLTR,PLTR,2025-08-28,157.6300048828125,158.22999572753906,152.5500030517578,158.1199951171875,158.1199951171875,8312.419999999998
2025-08-28,Option IBKR,PLTR 05SEP25 155 P,Sell,PLTR 250905P00155000,-1.0,$3.55,$355.00,-$1.06,-$0.10,1.0,$353.85,Short Put,,Closed,PLTR,PLTR,2025-08-28,157.6300048828125,158.22999572753906,152.5500030517578,158.1199951171875,158.1199951171875,8666.269999999999
2025-08-29,Option IBKR,SOXL 29AUG25 24 P,Buy,SOXL 250829P00024000,1.0,$0.00,$0.00,$0.00,$0.00,1.0,$0.00,Short Put,,Closed,SOXL,SOXL,2025-08-29,27.31999969482422,27.350000381469727,25.670000076293945,26.040000915527344,26.032438278198242,8666.269999999999
2025-08-29,Option IBKR,SOXL 05SEP25 26.5 P,Sell,SOXL 250905P00026500,-1.0,$1.08,$108.00,-$1.05,-$0.09,1.0,$106.85,Short Put,,Closed,SOXL,SOXL,2025-08-29,27.31999969482422,27.350000381469727,25.670000076293945,26.040000915527344,26.032438278198242,8773.119999999999
2025-08-29,Option IBKR,NVDA 19DEC25 130 C,Sell,NVDA 251219C00130000,-1.0,$48.99,"$4,899.00",-$1.05,-$0.09,1.0,"$4,897.85",Long Call,,Closed,NVDA,NVDA,2025-08-29,178.11000061035156,178.14999389648438,173.14999389648438,174.17999267578125,174.170166015625,13670.97
2025-09-05,Option IBKR,PLTR 05SEP25 155 P,Buy,PLTR 250905P00155000,1.0,$3.64,-$364.00,-$1.05,-$0.09,1.0,-$365.15,Short Put,,Closed,PLTR,PLTR,2025-09-05,157.82000732421875,158.97000122070312,148.0399932861328,153.11000061035156,153.11000061035156,13305.82
2025-09-05,Option IBKR,PLTR 05SEP25 150 P,Sell,PLTR 250905P00150000,-1.0,$0.58,$58.00,-$1.06,-$0.10,1.0,$56.85,Short Put,,Closed,PLTR,PLTR,2025-09-05,157.82000732421875,158.97000122070312,148.0399932861328,153.11000061035156,153.11000061035156,13362.669999999998
2025-09-05,Option IBKR,PLTR 05SEP25 150 P,Buy,PLTR 250905P00150000,1.0,$0.54,-$54.00,-$1.05,-$0.09,1.0,-$55.15,Short Put,,Closed,PLTR,PLTR,2025-09-05,157.82000732421875,158.97000122070312,148.0399932861328,153.11000061035156,153.11000061035156,13307.519999999999
2025-09-05,Option IBKR,PLTR 12SEP25 150 P,Sell,PLTR 250912P00150000,-1.0,$3.36,$336.00,-$1.06,-$0.10,1.0,$334.85,Short Put,,Closed,PLTR,PLTR,2025-09-05,157.82000732421875,158.97000122070312,148.0399932861328,153.11000061035156,153.11000061035156,13642.369999999999
2025-09-05,Option IBKR,SOXL 05SEP25 26.5 P,Buy,SOXL 250905P00026500,1.0,$0.00,$0.00,$0.00,$0.00,1.0,$0.00,Short Put,,Closed,SOXL,SOXL,2025-09-05,26.81999969482422,26.969999313354492,25.600000381469727,26.450000762939453,26.442317962646484,13642.369999999999
2025-09-05,Stock IBKR,DIREXION DAILY SEMI BULL 3X,Buy,SOXL,100.0,$26.50,"-$2,650.00",$0.00,$0.00,1.0,"-$2,650.00",Assignment,,Closed,SOXL,SOXL,2025-09-05,26.81999969482422,26.969999313354492,25.600000381469727,26.450000762939453,26.442317962646484,10992.369999999999
2025-09-08,Stock IBKR,DIREXION DAILY SEMI BULL 3X,Sell,SOXL,-100.0,$27.06,"$2,706.07",-$1.02,-$0.09,1.0,"$2,704.96",Assignment,,Closed,SOXL,SOXL,2025-09-08,26.959999084472656,27.43000030517578,26.68000030517578,27.079999923706055,27.072134017944336,13697.329999999998
2025-09-12,Option IBKR,PLTR 12SEP25 150 P,Buy,PLTR 250912P00150000,1.0,$0.00,$0.00,$0.00,$0.00,1.0,$0.00,Short Put,,Closed,PLTR,PLTR,2025-09-12,165.35000610351562,171.52999877929688,164.00999450683594,171.42999267578125,171.42999267578125,13697.329999999998
2025-09-15,Option IBKR,PLTR 19SEP25 177.5 C,Sell,PLTR 250919,-1.0,$1.30,$130.00,-$0.70,-$0.06,1.0,$129.23,Short Strangle,,Closed,PLTR,PLTR,2025-09-15,169.60000610351562,171.8000030517578,167.41000366210938,171.2100067138672,171.2100067138672,13826.56
2025-09-15,Option IBKR,PLTR 19SEP25 162.5 P,Sell,PLTR 250919,-1.0,$1.41,$141.00,-$1.54,-$0.14,1.0,$139.32,Short Strangle,,Closed,PLTR,PLTR,2025-09-15,169.60000610351562,171.8000030517578,167.41000366210938,171.2100067138672,171.2100067138672,13965.88
2025-09-18,Option IBKR,SPX 19SEP25 6690 C,Buy,SPX 250919C,1.0,$2.08,-$208.00,-$1.71,-$0.15,1.0,-$209.87,Bear Call Spread,,Closed,SPX,^GSPC,2025-09-18,6626.85009765625,6656.7998046875,6611.89013671875,6631.9599609375,6631.9599609375,13756.009999999998
2025-09-18,Option IBKR,SPX 19SEP25 6685 C,Sell,SPX 250919C,-1.0,$2.58,$258.00,-$1.71,-$0.15,1.0,$256.13,Bear Call Spread,,Closed,SPX,^GSPC,2025-09-18,6626.85009765625,6656.7998046875,6611.89013671875,6631.9599609375,6631.9599609375,14012.14
2025-09-19,Option IBKR,PLTR 19SEP25 162.5 P,Buy,PLTR 250919,1.0,$0.00,$0.00,$0.00,$0.00,1.0,$0.00,Short Strangle,,Closed,PLTR,PLTR,2025-09-19,177.07000732421875,184.4199981689453,176.7100067138672,182.38999938964844,182.38999938964844,14012.14
2025-09-22,Option IBKR,PLTR 26SEP25 170 P,Sell,PLTR 250926,-1.0,$1.10,$110.00,-$1.45,-$0.13,1.0,$108.42,Short Strangle,,Open,PLTR,PLTR,2025-09-22,180.8800048828125,182.25,178.2899932861328,179.3300018310547,179.3300018310547,13675.63
2025-09-19,Option IBKR,PLTR 19SEP25 177.5 C,Buy,PLTR 250919,1.0,$4.19,-$419.00,-$1.05,-$0.09,1.0,-$420.15,Short Strangle,,Closed,PLTR,PLTR,2025-09-19,177.07000732421875,184.4199981689453,176.7100067138672,182.38999938964844,182.38999938964844,13591.99
2025-09-19,Option IBKR,PLTR 26SEP25 190 C,Sell,PLTR 250926,-1.0,$1.82,$182.00,-$1.06,-$0.10,1.0,$180.85,Short Strangle,,Open,PLTR,PLTR,2025-09-19,177.07000732421875,184.4199981689453,176.7100067138672,182.38999938964844,182.38999938964844,13591.99
2025-09-19,Option Alpha,"SPXW Sep 19, 2025 $6,585.00 Put",Sell,SPXW 250919 OA,-1.0,$1.92,,$0.00,-$0.71,,$191.29,Bull Put Spread,-0.15 Delta,Closed,SPX,^GSPC,2025-09-19,6647.10986328125,6671.81982421875,6630.31005859375,6664.35986328125,6664.35986328125,13783.279999999999
2025-09-19,Option Alpha,"SPXW Sep 19, 2025 $6,575.00 Put",Buy,SPXW 250919 OA,1.0,$1.47,,-$0.70,-$0.71,,-$148.41,Bull Put Spread,$5 Spread,Closed,SPX,^GSPC,2025-09-19,6647.10986328125,6671.81982421875,6630.31005859375,6664.35986328125,6664.35986328125,13634.869999999999
2025-09-19,Option Alpha,"SPXW Sep 19, 2025 $6,625.00 Put",Buy,SPXW 250919 S1,1.0,$0.85,,-$0.70,-$0.71,,-$86.41,Bull Put Spread,$5 Spread,Closed,SPX,^GSPC,2025-09-19,6647.10986328125,6671.81982421875,6630.31005859375,6664.35986328125,6664.35986328125,13548.46
2025-09-19,Option Alpha,"SPXW Sep 19, 2025 $6,630.00 Put",Sell,SPXW 250919 S1,-1.0,$1.00,,$0.00,-$0.71,,$99.29,Bull Put Spread,-0.15 Delta,Closed,SPX,^GSPC,2025-09-19,6647.10986328125,6671.81982421875,6630.31005859375,6664.35986328125,6664.35986328125,13647.75
2025-09-22,Option Alpha,"SPXW Sep 22, 2025 $6,675.00 Put",Sell,SPXW 250922 S1,-1.0,$1.10,,$0.00,-$0.71,,$109.29,Bull Put Spread,-0.15 Delta,Closed,SPX,^GSPC,2025-09-22,6654.27978515625,6698.8798828125,6648.06982421875,6693.75,6693.75,13784.92
2025-09-22,Option Alpha,"SPXW Sep 22, 2025 $6,670.00 Put",Buy,SPXW 250922 S1,1.0,$0.85,,-$0.70,-$0.71,,-$86.41,Bull Put Spread,$5 Spread,Closed,SPX,^GSPC,2025-09-22,6654.27978515625,6698.8798828125,6648.06982421875,6693.75,6693.75,13698.51
2025-09-23,Option Alpha,"SPXW Sep 23, 2025 $6,640.00 Put",Sell,SPXW 250923 S1,-1.0,$1.65,,$0.00,-$0.71,,$164.29,Bull Put Spread,-0.15 Delta,Closed,SPX,^GSPC,2025-09-23,6692.43994140625,6699.52001953125,6645.580078125,6656.919921875,6656.919921875,13895.68
2025-09-23,Option Alpha,"SPXW Sep 23, 2025 $6,635.00 Put",Buy,SPXW 250923 S1,1.0,$1.15,,-$0.70,-$0.71,,-$116.41,Bull Put Spread,$5 Spread,Closed,SPX,^GSPC,2025-09-23,6692.43994140625,6699.52001953125,6645.580078125,6656.919921875,6656.919921875,13779.27
2025-09-19,Option Alpha,"SPXW Sep 19, 2025 $6,670.00 Call",Buy,SPXW 250919 S2,1.0,$0.50,,-$0.70,-$0.71,,-$51.41,Bear Call Spread,$5 Spread,Closed,SPX,^GSPC,2025-09-19,6647.10986328125,6671.81982421875,6630.31005859375,6664.35986328125,6664.35986328125,13596.34
2025-09-19,Option Alpha,"SPXW Sep 19, 2025 $6,665.00 Call",Sell,SPXW 250919 S2,-1.0,$0.80,,$0.00,-$0.71,,$79.29,Bear Call Spread,0.15 Delta,Closed,SPX,^GSPC,2025-09-19,6647.10986328125,6671.81982421875,6630.31005859375,6664.35986328125,6664.35986328125,13675.63
2025-09-22,Option Alpha,"SPXW Sep 22, 2025 $6,710.00 Call",Buy,SPXW 250922 S2,1.0,$0.37,,-$0.70,-$0.71,,-$38.41,Bear Call Spread,$5 Spread,Closed,SPX,^GSPC,2025-09-22,6654.27978515625,6698.8798828125,6648.06982421875,6693.75,6693.75,13660.1
2025-09-22,Option Alpha,"SPXW Sep 22, 2025 $6,705.00 Call",Sell,SPXW 250922 S2,-1.0,$0.72,,$0.00,-$0.71,,$71.29,Bear Call Spread,0.15 Delta,Closed,SPX,^GSPC,2025-09-22,6654.27978515625,6698.8798828125,6648.06982421875,6693.75,6693.75,13731.39
2025-09-23,Option Alpha,"SPXW Sep 23, 2025 $6,690.00 Call",Buy,SPXW 250923 S2,1.0,$0.47,,-$0.70,-$0.71,,-$48.41,Bear Call Spread,$5 Spread,Closed,SPX,^GSPC,2025-09-23,6692.43994140625,6699.52001953125,6645.580078125,6656.919921875,6656.919921875,13730.86
2025-09-23,Option Alpha,"SPXW Sep 23, 2025 $6,685.00 Call",Sell,SPXW 250923 S2,-1.0,$0.87,,$0.00,-$0.71,,$86.29,Bear Call Spread,0.15 Delta,Closed,SPX,^GSPC,2025-09-23,6692.43994140625,6699.52001953125,6645.580078125,6656.919921875,6656.919921875,13817.15
